ID	TEXT	OCCUPATIONID	FAQ_QUESTIONSOURCEID
639965	What education do I need and how do I get it (what schools/training program do you recommend)?	325	5023
639966	What skills do I need and how do I get  them?	325	5023
639967	Where can I get help on Immigration issues?	325	5023
639968	Where is most of the hiring?	325	5023
639969	Do I have to join a union? How do I join a Union?	325	5023
639970	What can I do about Financial Aid?	325	5023
639971	Whats the best way to apply?	325	5023
639972	Whats the best way to network?	325	5023
639973	Where can I go for more assistance?	325	5023
639974	"How do I become a  Welders, Cutters, Solderers, and Brazers"	326	5023
639975	What education do I need and how do I get it (what schools/training program do you recommend)?	326	5023
639976	What skills do I need and how do I get  them?	326	5023
639977	Where can I get help on Immigration issues?	326	5023
639978	Where is most of the hiring?	326	5023
639979	Do I have to join a union? How do I join a Union?	326	5023
639980	What can I do about Financial Aid?	326	5023
639981	Whats the best way to apply?	326	5023
639982	Whats the best way to network?	326	5023
639983	Where can I go for more assistance?	326	5023
639984	How do I become a  Woodworkers	327	5023
639985	What education do I need and how do I get it (what schools/training program do you recommend)?	327	5023
639986	What skills do I need and how do I get  them?	327	5023
639987	Where can I get help on Immigration issues?	327	5023
639988	Where is most of the hiring?	327	5023
639989	Do I have to join a union? How do I join a Union?	327	5023
639990	What can I do about Financial Aid?	327	5023
639991	Whats the best way to apply?	327	5023
639992	Whats the best way to network?	327	5023
639993	Where can I go for more assistance?	327	5023
639994	How do I become a  Airline and Commercial Pilots	328	5023
639995	What education do I need and how do I get it (what schools/training program do you recommend)?	328	5023
639996	What skills do I need and how do I get  them?	328	5023
639997	Where can I get help on Immigration issues?	328	5023
639998	Where is most of the hiring?	328	5023
639999	Do I have to join a union? How do I join a Union?	328	5023
640000	What can I do about Financial Aid?	328	5023
640001	Whats the best way to apply?	328	5023
640002	Whats the best way to network?	328	5023
640003	Where can I go for more assistance?	328	5023
640004	How do I become a  Air Traffic Controllers	329	5023
640005	What education do I need and how do I get it (what schools/training program do you recommend)?	329	5023
640006	What skills do I need and how do I get  them?	329	5023
640007	Where can I get help on Immigration issues?	329	5023
640008	Where is most of the hiring?	329	5023
640009	Do I have to join a union? How do I join a Union?	329	5023
640010	What can I do about Financial Aid?	329	5023
640011	Whats the best way to apply?	329	5023
640012	Whats the best way to network?	329	5023
640013	Where can I go for more assistance?	329	5023
640014	How do I become a  Bus Drivers	330	5023
640015	What education do I need and how do I get it (what schools/training program do you recommend)?	330	5023
640016	What skills do I need and how do I get  them?	330	5023
640017	Where can I get help on Immigration issues?	330	5023
640018	Where is most of the hiring?	330	5023
640019	Do I have to join a union? How do I join a Union?	330	5023
640020	What can I do about Financial Aid?	330	5023
640021	Whats the best way to apply?	330	5023
640022	Whats the best way to network?	330	5023
640023	Where can I go for more assistance?	330	5023
640024	How do I become a  Delivery Truck Drivers and Driver/Sales Workers	331	5023
640025	What education do I need and how do I get it (what schools/training program do you recommend)?	331	5023
640026	What skills do I need and how do I get  them?	331	5023
640027	Where can I get help on Immigration issues?	331	5023
640028	Where is most of the hiring?	331	5023
640029	Do I have to join a union? How do I join a Union?	331	5023
640030	What can I do about Financial Aid?	331	5023
640031	Whats the best way to apply?	331	5023
640032	Whats the best way to network?	331	5023
640033	Where can I go for more assistance?	331	5023
640034	How do I become a  Flight Attendants	332	5023
640035	What education do I need and how do I get it (what schools/training program do you recommend)?	332	5023
640036	What skills do I need and how do I get  them?	332	5023
640037	Where can I get help on Immigration issues?	332	5023
640038	Where is most of the hiring?	332	5023
640039	Do I have to join a union? How do I join a Union?	332	5023
640040	What can I do about Financial Aid?	332	5023
640041	Whats the best way to apply?	332	5023
640042	Whats the best way to network?	332	5023
640043	Where can I go for more assistance?	332	5023
640044	How do I become a  Hand Laborers and Material Movers	333	5023
640045	What education do I need and how do I get it (what schools/training program do you recommend)?	333	5023
640046	What skills do I need and how do I get  them?	333	5023
640047	Where can I get help on Immigration issues?	333	5023
640048	Where is most of the hiring?	333	5023
640049	Do I have to join a union? How do I join a Union?	333	5023
640050	What can I do about Financial Aid?	333	5023
640051	Whats the best way to apply?	333	5023
640052	Whats the best way to network?	333	5023
640053	Where can I go for more assistance?	333	5023
640054	How do I become a  Heavy and Tractor-trailer Truck Drivers	334	5023
640055	What education do I need and how do I get it (what schools/training program do you recommend)?	334	5023
640056	What skills do I need and how do I get  them?	334	5023
640057	Where can I get help on Immigration issues?	334	5023
640058	Where is most of the hiring?	334	5023
640059	Do I have to join a union? How do I join a Union?	334	5023
640060	What can I do about Financial Aid?	334	5023
640061	Whats the best way to apply?	334	5023
640062	Whats the best way to network?	334	5023
640063	Where can I go for more assistance?	334	5023
640064	How do I become a  Material Moving Machine Operators	335	5023
640065	What education do I need and how do I get it (what schools/training program do you recommend)?	335	5023
640066	What skills do I need and how do I get  them?	335	5023
640067	Where can I get help on Immigration issues?	335	5023
640068	Where is most of the hiring?	335	5023
640069	Do I have to join a union? How do I join a Union?	335	5023
640070	What can I do about Financial Aid?	335	5023
640071	Whats the best way to apply?	335	5023
640072	Whats the best way to network?	335	5023
640073	Where can I go for more assistance?	335	5023
640074	How do I become a  Railroad Conductors and Yardmasters	336	5023
640075	What education do I need and how do I get it (what schools/training program do you recommend)?	336	5023
640076	What skills do I need and how do I get  them?	336	5023
640077	Where can I get help on Immigration issues?	336	5023
640078	Where is most of the hiring?	336	5023
640079	Do I have to join a union? How do I join a Union?	336	5023
640080	What can I do about Financial Aid?	336	5023
640081	Whats the best way to apply?	336	5023
640082	Whats the best way to network?	336	5023
640083	Where can I go for more assistance?	336	5023
640084	How do I become a  Subway and Streetcar Operators	337	5023
640085	What education do I need and how do I get it (what schools/training program do you recommend)?	337	5023
640086	What skills do I need and how do I get  them?	337	5023
640087	Where can I get help on Immigration issues?	337	5023
640088	Where is most of the hiring?	337	5023
640089	Do I have to join a union? How do I join a Union?	337	5023
640090	What can I do about Financial Aid?	337	5023
640091	Whats the best way to apply?	337	5023
640092	Whats the best way to network?	337	5023
640093	Where can I go for more assistance?	337	5023
640094	How do I become a  Taxi Drivers and Chauffeurs	338	5023
640095	What education do I need and how do I get it (what schools/training program do you recommend)?	338	5023
640096	What skills do I need and how do I get  them?	338	5023
640097	Where can I get help on Immigration issues?	338	5023
640098	Where is most of the hiring?	338	5023
640099	Do I have to join a union? How do I join a Union?	338	5023
640100	What can I do about Financial Aid?	338	5023
